harga,LB,LL,kamar_tidur,kamar_mandi,proyek,alamat,telp,email,atap,dinding,lantai,unit_subsidi,unit_komersil,longlat,kabupaten_kota
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,TEROPONG INDAH,"Jl. Harapan Raya no. 33 RIAU, KOTA PEKANBARU,
              Bukit Raya, Tangkerang Selatan",Telp : +62 812-7543-6964,Email : solarindointernusa@gmail.com,a. Atap  SPANDEK,b. Dinding  BATU BATA + DIPLESTER,c. Lantai & Pondasi  KERAMIK & BETON BERTULANG,Subsidi : 0 Unit,Komersil : 0 Unit,"0.437713, 101.335949","C8QP+39P Tarai Bangun, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 150.500.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,mutiara kubang regency,"jl.sekolah, desa kubang jaya, kec.siak hulu.kabupaten kampar.riau no. C01 RIAU, KAB KAMPAR,
              Siak Hulu, Kubang Jaya",Telp : 085265807029,Email : rihasarahumairomulya@gmail.com,a. Atap  spandek lurus,b. Dinding  bata press diplester dan cat,c. Lantai & Pondasi  keramik & tapak beton bertulang,Subsidi : 21 Unit,Komersil : 0 Unit,"0.437713, 101.335949","C8QP+39P Tarai Bangun, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 150.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 90m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Mutiara Kencana,"JALAN HANGTUAH  no. 18 A RIAU, KOTA PEKANBARU,
              Tenayan Raya, Mentangor",Telp : 085274118422,Email : adhirayasejahtera@gmail.com,a. Atap  seng spandek,"b. Dinding  BATA, PLESTER DAN CAT LUAR DALAM",c. Lantai & Pondasi  KERAMIK  40X40 KW 1 & COR BETON BERTULANG,Subsidi : 28 Unit,Komersil : 0 Unit,"0.437713, 101.335949","C8QP+39P Tarai Bangun, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Budi Luhur Regency Tahap 2,"JL. SEKUNTUM RAYA no. 10 D RIAU, KOTA PEKANBARU,
              Tampan, Delima",Telp : 07618419701,Email : ptgap08@gmail.com,"a. Atap  RANGKA BAJA, ATAP GENTENG METAL",b. Dinding  BATA PRESS BESAR PLUS ACI,c. Lantai & Pondasi  KERAMIK 40X40 & BETON BERTULANG,Subsidi : 1 Unit,Komersil : 2 Unit,"0.437713, 101.335949","C8QP+39P Tarai Bangun, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 150.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 105m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,WAHANA TENAYAN,"Jl. Soekarno - Hatta  no. 89 RIAU, KOTA PEKANBARU,
              Tampan, Delima",Telp : 082390097007,Email : wgm.adm1@gmail.com,"a. Atap  Rangka BajaRingan,Atap Genteng Metal/Sejenisnya","b. Dinding  Batu Bata Merah,Plaster Luar dalam,Cat Luar Dalam","c. Lantai & Pondasi  Keramik & Pasangan Bata Merah,Sloof Cor Beton Besi Bertulang",Subsidi : 14 Unit,Komersil : 0 Unit,"0.437713, 101.335949","C8QP+39P Tarai Bangun, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,PERUMAHAN KOPKAR PT. IKPP 2,"KANTOR KOPERASI PT. IKPP  JL.  Raya Minas Perawang  KM 4  no. 01 RIAU, KAB SIAK,
              Tualang, Pinang Sebatang",Telp : 0761 ( 91515 ),Email : kopkar.ikpp@gmail.com,a. Atap  genteng spandek,b. Dinding  batu bata Plaster,c. Lantai & Pondasi  keramik & beton bertulang,Subsidi : 8 Unit,Komersil : 0 Unit,"0.680406, 101.572422","MHJC+5X7 Perawang Barat, Siak Regency, Riau, Indonesia"
"Harga:
                    Rp 150.500.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,bumi tenayan,"jl.pesantren, kel.pebatuan, kec.tenayan raya,kota pekanbaru,riau no. A01 RIAU, KOTA PEKANBARU,
              Tenayan Raya, Pebatuan",Telp : 085265807029,Email : rihasarahumairomulya@gmail.com,a. Atap  spandek lurus,b. Dinding  bata press diplester dan di cat,c. Lantai & Pondasi  keramik & tapak beton bertulang,Subsidi : 14 Unit,Komersil : 0 Unit,"0.680406, 101.572422","MHJC+5X7 Perawang Barat, Siak Regency, Riau, Indonesia"
"Harga:
                    Rp 150.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Puri Akasia Residence 2,"Jalan Akasia Desa Rimbo Panjang Kecamatan Tambang Kabupaten Kampar, nomor 05, RIAU, KAB KAMPAR, Tambang, Rimbo Panjang no. 05 RIAU, KAB KAMPAR,
              Tambang, Rimbo Panjang",Telp : 0761572202,Email : pt.bahamassaranamaju@gmail.com,a. Atap  Seng,b. Dinding  Plasteran Semen,c. Lantai & Pondasi  Keramik/ Granit & Batu Bata Cor,Subsidi : 47 Unit,Komersil : 0 Unit,"0.434845, 101.293945","C7MV+WHP Rimba Panjang, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 160m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Taman Al-Kautsar,"Jalan Tuanku Tambusai Komplek Perkantoran Mella  Lantai III no. E IV RIAU, KOTA PEKANBARU,
              Marpoyan Damai, Tangkerang Barat",Telp : 082288218880,Email : dhuhakarya.id@gmail.com,"a. Atap  Rangka Baja Ringan
Atap Semi Multiroof","b. Dinding  Dinding Batu Bata Merah
Plaster + Aci + Cat",c. Lantai & Pondasi  Lantai Semi Granit 60x60 & Beton Bertulang,Subsidi : 57 Unit,Komersil : 0 Unit,"0.843130, 101.062577","R3V7+724 Kijang Makmur, Kabupaten Kampar, Riau, Indonesia"
"Harga:
                    Rp 150.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 104m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Andika Berkah Residence IV (ABR IV),"PERUM ABR 4 BLOK  no. B-08 RIAU, KAB KAMPAR,
              Siak Hulu, Pandau Jaya",Telp : 0761679022,Email : andikaberkah02@gmail.com,a. Atap  GENTENG METAL RANGKA BAJA RINGAN,"b. Dinding  BATU BATA DIPLESTER, ACIAN + CAT",c. Lantai & Pondasi  KERAMIK 40 X 40 /SETARA & TAPAK BETON BERTULANG,Subsidi : 2 Unit,Komersil : 0 Unit,"0.843130, 101.062577","R3V7+724 Kijang Makmur, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 150.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,PERMATA BUMI MELAYU TAHAP III,"Jl. simpang Jengkol no. 02 RIAU, KOTA PEKANBARU,
              Tenayan Raya, Sialangsakti",Telp : 085274683137,Email : pt.riaubumimelayu.rbm@gmail.com,a. Atap  Spandek,b. Dinding  Plaster,c. Lantai & Pondasi  Keramik & Cakar Ayam,Subsidi : 0 Unit,Komersil : 1 Unit,"0.843130, 101.062577","R3V7+724 Kijang Makmur, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 150.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 96m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Nuansa Indah Residence,"Gang Ajo Zakir, Jl. Pekan Heran - Pematang Reba no. 01 RIAU, KAB INDRAGIRI HULU,
              Rengat Barat, Pematang Reba",Telp : 085265662464,Email : ptlansanijaya@gmail.com,"a. Atap  Baja Ringan/ Spandek, Plafon Gypsum",b. Dinding  Batu bata di plester dan di cat,c. Lantai & Pondasi  Cor lantai/Keramik & Coran beton bertulang,Subsidi : 4 Unit,Komersil : 0 Unit,"0.843130, 101.062577","R3V7+724 Kijang Makmur, Kampar Regency, Riau, Indonesia"
,,,,,SURYA SALSA BILA,"Jl. Pinang RT 02 / RW 04 Dusun 1 no. 1 RIAU, KAB KAMPAR,
              Tambang, Rimbo Panjang",Telp : 081378060900,Email : ptsuryasalsabila@gmail.com,,,,Subsidi : 0 Unit,Komersil : 0 Unit,"0.421667, 101.288056","C7CQ+M67 Rimba Panjang, Kabupaten Kampar, Riau, Indonesia"
"Harga:
                    Rp 150.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Garuda Sakti 45 Tahap 4 100 unit,"Jl. Sekuntum Raya no. 11 RIAU, KOTA PEKANBARU,
              Tampan, Delima",Telp : 082387068286,Email : karyaandasejahtera1213@gmail.com,a. Atap  Zigzag,b. Dinding  Bata Merah,c. Lantai & Pondasi  Granit & Slof Bertulang,Subsidi : 4 Unit,Komersil : 0 Unit,"0.421667, 101.288056","C7CQ+M67 Rimba Panjang, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 2.092.000.000","Luas Bangunan: 105m
                    2","Luas Lahan: 144m
                      2",Kamar Tidur: 3,Kamar Mandi: 2,CitraLand Pekanbaru,"Jl. Soekarno Hatta Ko. CitraLand Pekanbaru Blok. SS no. 1-2 RIAU, KOTA PEKANBARU,
              Marpoyan Damai, Tangkerang Barat",Telp : 0761564455,Email : weini.tandiyanti@ciputra.com,"a. Atap  Rangka Atap Baja Ringan, Penutup Atap Genteng Beton",b. Dinding  Dinding Batu Bata Diplester + Dicat ICI/setara,c. Lantai & Pondasi  Finishing Lantai Keramik atau Homogenous Tile & Pondasi Mini Pile atau Sloof,Subsidi : 0 Unit,Komersil : 12 Unit,"0.421667, 101.288056","C7CQ+M67 Rimba Panjang, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 150.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 110m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Graha Teluk Belango,"Jl. Parit Tugu Perum BTM  no. 10-A RIAU, KOTA DUMAI,
              Medang Kampai, Mundam",Telp : 085278210330,Email : ptbumimelayumandiri1@gmail.com,a. Atap  atap seng,b. Dinding  bata,c. Lantai & Pondasi  keramik & cor,Subsidi : 14 Unit,Komersil : 0 Unit,"0.421667, 101.288056","C7CQ+M67 Rimba Panjang, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 150.500.000","Luas Bangunan: 36m
                    2","Luas Lahan: 125m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Villa bunga,"Jl.Raya Cindur KM 24 Mahato no. 08 RIAU, KAB ROKAN HULU,
              Tambusai Utara, Mahato",Telp : 085356506264,Email : arkathamalestarigroup@gmail.com,a. Atap  spandek,b. Dinding  batu bata plaster,c. Lantai & Pondasi  keramik & cor beton bertulang,Subsidi : 8 Unit,Komersil : 0 Unit,"0.421667, 101.288056","C7CQ+M67 Rimba Panjang, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 855.000.000","Luas Bangunan: 66m
                    2","Luas Lahan: 119m
                      2",Kamar Tidur: 2,Kamar Mandi: 2,VILLA TENAYAN,"PERUMAHAN VILLA TENAYAN - JALAN PERKASA  no. 1 RIAU, KOTA PEKANBARU,
              Tenayan Raya, Bambukuning",Telp : 07618656353,Email : villatenayan.pku@gmail.com,a. Atap  BAJA RINGAN / GENTENG BETON,b. Dinding  BATU BATA,c. Lantai & Pondasi  KERAMIK HOMOGENIUS TILE 60X60 & BETON BERTULANG,Subsidi : 0 Unit,Komersil : 90 Unit,"0.421667, 101.288056","C7CQ+M67 Rimba Panjang, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 150.500.000","Luas Bangunan: 36m
                    2","Luas Lahan: 110m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,BSD MANDIRI,"Jl. Uka (Karosin) Blok A no. 01 RIAU, KAB KAMPAR,
              Tapung, Karya Indah",Telp : 085278330055,Email : anugerahduoputra2@gmail.com,a. Atap  genteng metal/long span,b. Dinding  Batu Bata Plester,c. Lantai & Pondasi  Full Keramik & Batu Bata Rolax,Subsidi : 90 Unit,Komersil : 0 Unit,"0.421667, 101.288056","C7CQ+M67 Rimba Panjang, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 162.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 96m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,LARRASITA MALAY,"JLN.UKA/PEMBANGUNAN no. 01 RIAU, KOTA PEKANBARU,
              Tampan, Simpangbaru",Telp : 082170299296,Email : oxyndomalaypratama@gmail.com,"a. Atap  Rangka Baja Ringan,Seng Spandek/Bergelombang","b. Dinding  Bata Merah,Plaster Luar Dalam,Cat Luar Dalam",c. Lantai & Pondasi  Keramik & Cor Beton Besi 10 Bertulang,Subsidi : 15 Unit,Komersil : 0 Unit,"0.421667, 101.288056","C7CQ+M67 Rimba Panjang, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 150.500.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Graha gurindam,"jl abdul muis no. 43 RIAU, KOTA PEKANBARU,
              Sail, Cinta Raja",Telp : 085264667009,Email : pt.ceriaalampermai@gmail.com,a. Atap  ATAP MULTIROOF,b. Dinding  PLASTER ACI,c. Lantai & Pondasi  KERAMIK & BETON BERTULANG,Subsidi : 9 Unit,Komersil : 0 Unit,"0.421667, 101.288056","C7CQ+M67 Rimba Panjang, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Green Teropong Residence 4,"jalan inpres no. 63 RIAU, KOTA PEKANBARU,
              Marpoyan Damai, Maharatu",Telp : 081318028811 / 082381010808 / 082391557061,Email : yoesindocm2018@gmail.com,a. Atap  Kuda-kuda kayu berkelas 2,b. Dinding  Pasangan batu bata di plaster luar dalam,c. Lantai & Pondasi  Keramik 40x40 cm & Cor beton bertulang,Subsidi : 0 Unit,Komersil : 0 Unit,"0.421667, 101.288056","C7CQ+M67 Rimba Panjang, Kampar Regency, Riau, Indonesia"
"Harga:
                    Rp 150.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 107m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Tajir Asri Residence,"Perumahan Tajir asri residence   Jalan Lintas Timur RT 001 RW 002 Desa Talang Jerinjing Kec Rengat Barat Kab Indragiri Hulu Riau no. 01 RIAU, KAB INDRAGIRI HULU,
              Rengat Barat, Talang Jerinjing",Telp : 085261371419,Email : narafiku13.pt@gmail.com,a. Atap  SPANDEK,b. Dinding  BATU BATA MERAH PLASTER ACI,c. Lantai & Pondasi  KERAMIK & BETON BERTULANG,Subsidi : 13 Unit,Komersil : 0 Unit,"-0.427108, 102.454984","HFF3+5X5 Talang Jerinjing, Kabupaten Indragiri Hulu, Riau, Indonesia"
"Harga:
                    Rp 450.000.000","Luas Bangunan: 60m
                    2","Luas Lahan: 130m
                      2",Kamar Tidur: 3,Kamar Mandi: 1,"Kapau Sari Residence ""Cluster Tulip""","jalan imam munandar  no. 77 A RIAU, KOTA PEKANBARU,
              Bukit Raya, Tangkerang Labuai",Telp : 0761858518,Email : ptindobarunusantara@yahoo.co.id,a. Atap  rangka baja,b. Dinding  bata,c. Lantai & Pondasi  granit & gajah,Subsidi : 0 Unit,Komersil : 1 Unit,"-0.427108, 102.454984","HFF3+5X5 Talang Jerinjing, Indragiri Hulu Regency, Riau, Indonesia"
"Harga:
                    Rp 150.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 104m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Graha Kualu Damai,"Jl.Garuda Sakti Komp. Oceregency no. 11 RIAU, KOTA PEKANBARU,
              Tampan, Simpangbaru",Telp : 08126730237,Email : pt.dutazaramandiri@gmail.com,a. Atap  atap metal,b. Dinding  bata di plester,c. Lantai & Pondasi  keramik & slof bertulang,Subsidi : 9 Unit,Komersil : 0 Unit,"-0.427108, 102.454984","HFF3+5X5 Talang Jerinjing, Indragiri Hulu Regency, Riau, Indonesia"
"Harga:
                    Rp 150.500.000","Luas Bangunan: 36m
                    2","Luas Lahan: 104m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,BAKTI CIPTA RESIDENCE II,"JL AIR HITAM RUKO NOMOR 4 PERUMAHAN ORCHID RESIDENCE  no. 4 RIAU, KOTA PEKANBARU,
              Tampan, Binawidya",Telp : 081275193737,Email : ray.c.mandiri@gmail.com,a. Atap  Genteng Metal,b. Dinding  Bata Plaster,c. Lantai & Pondasi  Keramik & Cor Pondasi,Subsidi : 1 Unit,Komersil : 0 Unit,"-0.427108, 102.454984","HFF3+5X5 Talang Jerinjing, Indragiri Hulu Regency, Riau, Indonesia"
"Harga:
                    Rp 150.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,GARUDA SAKTI 45 TAHAP 4 146 UNIT,"Jl. Sekuntum Raya no. 11 RIAU, KOTA PEKANBARU,
              Tampan, Delima",Telp : 082387068286,Email : karyaandasejahtera1213@gmail.com,a. Atap  Zigzag,b. Dinding  Bata Merah,c. Lantai & Pondasi  Granit & Slof Bertulang,Subsidi : 5 Unit,Komersil : 0 Unit,"-0.427108, 102.454984","HFF3+5X5 Talang Jerinjing, Indragiri Hulu Regency, Riau, Indonesia"
"Harga:
                    Rp 150.500.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,SWADAYA CITRA LESTARI,"Jl. Swadaya (Pekanbaru-Bangkinang KM.17,5) no. 0 RIAU, KAB KAMPAR,
              Tambang, Rimbo Panjang",Telp : 082172561644,Email : rezkirahmawati1989@gmail.com,a. Atap  multiroof,b. Dinding  pasangan batu-bata diplaster dan dicat,c. Lantai & Pondasi  granit 60x60 & tapak + sloof beton bertulang,Subsidi : 9 Unit,Komersil : 0 Unit,"-0.427108, 102.454984","HFF3+5X5 Talang Jerinjing, Indragiri Hulu Regency, Riau, Indonesia"
"Harga:
                    Rp 150.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,BUMI LAGO PERMAI1,"JALAN LINTAS TIMUR no. 249 RIAU, KAB PELALAWAN,
              Pangkalan Kerinci, Pangkalan Kerinci Kota",Telp : 082169987076,Email : pt.riauangkasaindah@gmail.com,a. Atap  genteng metal,b. Dinding  bata,c. Lantai & Pondasi  keramil & beton bertulang,Subsidi : 0 Unit,Komersil : 0 Unit,"-0.427108, 102.454984","HFF3+5X5 Talang Jerinjing, Indragiri Hulu Regency, Riau, Indonesia"
"Harga:
                    Rp 350.000.000","Luas Bangunan: 45m
                    2","Luas Lahan: 120m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Citra kualu permai,"jalan imam munandar no 77 A no. 77 A RIAU, KOTA PEKANBARU,
              Bukit Raya, Tangkerang Labuai",Telp : 0761858518,Email : ptindobarunusantara@yahoo.co.id,a. Atap  atap spandek dan kerangka baja,b. Dinding  dinding bata plaster +aci+cat,c. Lantai & Pondasi  lantai Granit & tapak gajah,Subsidi : 0 Unit,Komersil : 20 Unit,"-0.427108, 102.454984","HFF3+5X5 Talang Jerinjing, Indragiri Hulu Regency, Riau, Indonesia"
"Harga:
                    Rp 130.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,PUTRI INARA,"jl.sepat.  no. 2 RIAU, KOTA PEKANBARU,
              Marpoyan Damai, Tangkerang Barat",Telp : 085271626919,Email : putriinarajaya@gmail.com,a. Atap  bajaringan,b. Dinding  bata,c. Lantai & Pondasi  keramik & cor betulang,Subsidi : 1 Unit,Komersil : 0 Unit,"-0.427108, 102.454984","HFF3+5X5 Talang Jerinjing, Indragiri Hulu Regency, Riau, Indonesia"
"Harga:
                    Rp 150.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 102m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,Fannybella residence 1 tahap 2,"Jl. Kubang Raya no. C7 RIAU, KAB KAMPAR,
              Tambang, Kualu",Telp : 0761-859963,Email : audiciptadrestanta@gmail.com,a. Atap  BAJARINGAN,b. Dinding  BATU BATA,c. Lantai & Pondasi  KERAMIK & BETON BETULANG,Subsidi : 1 Unit,Komersil : 0 Unit,"-0.427108, 102.454984","HFF3+5X5 Talang Jerinjing, Indragiri Hulu Regency, Riau, Indonesia"
"Harga:
                    Rp 150.500.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,GIBRAN CAHAYA KAMBOJA,"PERUMAHAN GIBRAN GIBRAN CAHAYA KAMBOJA no. B-1 RIAU, KAB KAMPAR,
              Tambang, Rimbo Panjang",Telp : 085267913400,Email : ptgibrancahayaanugrah@gmail.com,a. Atap  rangka atap baja ringan dan atap mutiroof,"b. Dinding  bata pres, diplester, di aci dan cat luar dalam",c. Lantai & Pondasi  lantai geranit & pondasi tapak beton bertulang,Subsidi : 4 Unit,Komersil : 0 Unit,"-0.427108, 102.454984","HFF3+5X5 Talang Jerinjing, Indragiri Hulu Regency, Riau, Indonesia"
"Harga:
                    Rp 150.500.000","Luas Bangunan: 36m
                    2","Luas Lahan: 171m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,GRIYA ALEESHA TEMBILAHAN,"JL.SRI GEMILANG LORONG TAMAN HUSADA no. 24 RIAU, KAB INDRAGIRI HILIR,
              Tembilahan, Pekan Arba",Telp : 0768) 23522,Email : Griyaaleeshagemilang@gmail.com,a. Atap  genteng metal,b. Dinding  batako di plaster,c. Lantai & Pondasi  keramik & cerucok beton bertulang,Subsidi : 5 Unit,Komersil : 4 Unit,"-0.288135, 103.168595","P569+PCX Sungai Beringin, Indragiri Hilir Regency, Riau, Indonesia"
"Harga:
                    Rp 140.000.000","Luas Bangunan: 36m
                    2","Luas Lahan: 108m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,GRIYA ALIANTAN,"Jl. Griya Aliantan RT.007 RW.002 Desa Aliantan Kecamatan Kabun no. A-2 RIAU, KAB ROKAN HULU,
              Kabun, Aliantan",Telp : 08127040704,Email : buanariausejahtera@gmail.com,a. Atap  multiroof,b. Dinding  Batu bata plaster,"c. Lantai & Pondasi  Keramik & batu bata rolak, cor selof, beton bertulang",Subsidi : 7 Unit,Komersil : 0 Unit,"-0.288135, 103.168595","P569+PCX Sungai Beringin, Indragiri Hilir Regency, Riau, Indonesia"
"Harga:
                    Rp 150.500.000","Luas Bangunan: 36m
                    2","Luas Lahan: 117m
                      2",Kamar Tidur: 2,Kamar Mandi: 1,SARANA UTAMA INDAH,"Jl. Sarana Utama RT. 002 RW. 002 no. 1 RIAU, KAB KAMPAR,
              Tambang, Rimbo Panjang",Telp : 081378487888,Email : ptrahmadperkasa.mandiri@yahoo.com,a. Atap  Genteng Metal Rangka Baja Ringan,"b. Dinding  Batu Bata diplaster, Acian, Cat Luar dan Dalam","c. Lantai & Pondasi  Keramik 50X50, Setara & Tapak Beton Bertulang",Subsidi : 3 Unit,Komersil : 0 Unit,"-0.288135, 103.168595","P569+PCX Sungai Beringin, Indragiri Hilir Regency, Riau, Indonesia"
